location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Albuquerque, NM","Director, Albuquerque Service Center-Budget and Finance ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Forest Service,2012
"Arlington, VA","Director, Human Resources Management ",Vacant,,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Forest Service,2012
"Washington, DC","Director, Strategic Planning and Budget Accountability ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Forest Service,2012
"Arlington, VA","Director, Civil Rights Staff ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Forest Service,2012
"Lakewood, CO","Director, National Job Corps ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Forest Service,2012
"Washington, DC","Director, Senior Youth and Volunteer Programs ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Forest Service,2012
"Washington, DC",Advisor to the Chief on Climate Change ,Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Forest Service,2012
"Washington, DC","Deputy Chief, Research and Development ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Research,2012
"Washington, DC","Associate Deputy Chief, Research and Development ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Research,2012
"Washington, DC",Deputy Chief ,Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,National Forest System,2012
"Washington, DC",Associate Deputy Chief ,Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,National Forest System,2012
"Washington, DC",Associate Deputy Chief ,Vacant,,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,National Forest System,2012
"Washington, DC","Director, Recreation and Heritage Resources ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,National Forest System,2012
"Washington, DC",Deputy Chief ,Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,State and Private Forestry,2012
"Washington, DC",Associate Deputy Chief ,Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,State and Private Forestry,2012
"Washington, DC",Associate Deputy Chief ,Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,State and Private Forestry,2012
"Missoula, MT","Regional Forester, Region 1, Northern Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"Lakewood, CO","Regional Forester, Region 2, Rocky Mountain Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"Albuquerque, NM","Regional Forester, Region 3, Southwest Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"Ogden, UT","Regional Forester, Region 4, Intermountain Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"San Francisco, CA","Regional Forester, Region 5, Pacific Southwest Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"Portland, OR","Regional Forester, Region 6, Pacific Northwest Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"Atlanta, GA","Regional Forester, Region 8, Southern Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"Milwaukee, WI","Regional Forester, Region 9, Eastern Region ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"Juneau, AK","Regional Forester, Region 10, Juneau ",Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,Field Units,2012
"Washington, DC",Director of International Programs ,Career Incumbent,C,ES,,,,DEPARTMENT OF AGRICULTURE,OFFICE OF THE,International Forest System,2012
"Washington, DC",Architect of the Capitol ,Stephen T. Ayers,PAS,EX,III,10 Years,05/13/20,ARCHITECT OF THE CAPITOL,,,2012
"Washington, DC",Chairman ,Isaac F. Silvera,PA,AD,,,,VIETNAM EDUCATION FOUNDATION,,,2012
"Washington, DC",Member ,Sandy Hoa Dang,PA,AD,,,,VIETNAM EDUCATION FOUNDATION,,,2012
"Washington, DC",Member ,David T. Duong,PA,AD,,,,VIETNAM EDUCATION FOUNDATION,,,2012
"Washington, DC",Member ,Marjorie Margolies,PA,AD,,,,VIETNAM EDUCATION FOUNDATION,,,2012
"Washington, DC",Member ,Anhlan P. Nguyen,PA,AD,,,,VIETNAM EDUCATION FOUNDATION,,,2012
"Washington, DC",Member ,Quyen N. Vuong,PA,AD,,,,VIETNAM EDUCATION FOUNDATION,,,2012
"Washington, DC",Executive Director ,Lynne A. McNamara,XS,AD,"$155,500",,,VIETNAM EDUCATION FOUNDATION,,,2012
"Washington, DC",Secretary ,Arne Duncan,PAS,EX,I,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC","Director, International Affairs and Senior Advisor ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC","Director, Executive Secretariat ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Senior Advisor ,"Jo Anderson, Jr",,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC","Director, Educational Technology ",Karen Elise Cator,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Chief of Staff ,Joanne S. Weiss,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC","Director, Executive Management Staff ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,Rayna M. Aylward,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant for College Access ,Gregory M. Darnieder,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Deputy Chief of Staff ,Eric W. Waldo,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,Tia D. Borders,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,Steven Richard Hicks,SC,GS,13,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,Donald Yoon Yu,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Confidential Assistant ,Tyler Rodgers,SC,GS,9,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Executive Assistant ,Maribel Duran,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Deputy Chief of Staff for Operations and Strategy ,Tyra M. Newell,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Confidential Assistant ,Frankie A. Martinez,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Confidential Assistant (Protocol) ,Cathy I. Del Duca,SC,GS,11,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,Stephen M. Midgley,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Deputy White House Liaison ,Margaret C. Olmos,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Confidential Assistant ,Samuel Salk,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,Jon Carl O'Bergh,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,Hillary Anne Liepa,SC,GS,13,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,William O. Jawando,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Confidential Assistant ,Isabel L. Shelton,SC,GS,11,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC","Director, White House Liaison ",Samuel H. Myers,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Advisor ,Mary Susan Andersen,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Confidential Assistant ,Hannah S. Hawley,SC,GS,11,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Confidential Assistant ,Angelica Z. Annino,SC,GS,11,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC","Director, Strategic Partnerships ",Suzanne C. Immerman,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Special Assistant ,Richard Culatta,SC,SL,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,,2012
"Washington, DC",Deputy Secretary ,Anthony Miller,PAS,EX,II,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC","Director, Technical Assistance and Support ",Matthew D. Gandal,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Chief Administrative Officer ,Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Senior Advisor for Policy and Programs ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Senior Advisor ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC","Director, Policy and Program Implementation, ISU ",Antonia Whalen,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Confidential Assistant ,Courtney Taylor Weisman,SC,GS,11,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Risk Management Service ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Special Assistant ,Ajita R. Talwalker,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Special Assistant ,Marisa White Bold,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Confidential Assistant ,Aalok Kanani,SC,GS,9,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Confidential Assistant ,Shannon Kane Winters,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC","Senior Advisor, Risk Management Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Confidential Assistant ,Joshua William Pollack,SC,GS,11,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Deputy Secretary,2012
"Washington, DC",Under Secretary ,Martha Kanter,PAS,EX,III,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Deputy Under Secretary ,Georgia Yuan,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Special Assistant ,Michael William Robbins,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Special Assistant ,Kenneth B. Bedell,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC","Deputy Director, White House Initiative on Educational Excellence for Hispanic Americans ",Marco Antonio Davis,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC","Executive Director, White House Initiative on Asian Americans and Pacific Islanders ",Kiran A. Ahuja,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC","Director, White House Initiative on American Indian and Alaskan Native Education ",William Martin Mendoza,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Special Assistant ,"John Poole Brown, Jr",SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC","Director, White House Initiative on Educational Excellence for Hispanic Americans ",Jose A. Rico,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC","Director, White House Initiative on Historically Black Colleges and Universities ","John Silvanus Wilson, Jr",SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC","Director, Faith-Based and Neighborhood Partnerships ",Brenda M. Girton-Mitchell,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Confidential Assistant ,Tenicka Boyd,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Special Assistant ,Audrey Ying Buehring,SC,GS,13,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Special Assistant ,Hal W. Plotkin,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Confidential Assistant ,Alexander David Sanchez,SC,GS,9,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Chief of Staff ,Alejandra O. Ceja,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Under Secretary,2012
"Washington, DC",Chief Financial Officer ,Vacant,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Chief Financial Officer,2012
"Washington, DC","Director, Financial Management Operations ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Chief Financial Officer,2012
"Washington, DC",Deputy Chief Information Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Chief Information Officer,2012
"Washington, DC","Director, Information Technology Services ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Chief Information Officer,2012
"Washington, DC","Director, Financial Systems Operations ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Chief Information Officer,2012
"Washington, DC","Director, Information Assurance and Chief Information Security Officer ",Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Chief Information Officer,2012
"Washington, DC","Director, Information Technology and Program Services ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the Chief Information Officer,2012
"Washington, DC",Assistant Secretary ,Vacant,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Management,2012
"Washington, DC",Principal Deputy Assistant Secretary ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Management,2012
"Washington, DC",Chief Privacy Officer ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Management,2012
"Washington, DC","Director, Security Services ",Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Management,2012
"Washington, DC",General Counsel ,Vacant,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC","Deputy General Counsel for Ethics, Regulatory and Legislative Services ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Deputy General Counsel for Program Service ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Deputy General Counsel for Postsecondary and Regulatory Service ,Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Assistant General Counsel for Legislative Counsel Division ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC","Assistant General Counsel, Ethics ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Assistant General Counsel ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Special Assistant ,Jay D. Chen,SC,GS,13,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Confidential Assistant ,Kyle C. Flood,SC,GS,9,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Chief of Staff ,Lauren Nicole Thompson,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Special Counsel ,Laura Kate Ginns,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Special Counsel ,Louis Luke Glisan,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Senior Counsel ,Julie Miceli,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Deputy General Counsel for Accountability ,Etson Franklyn Duporte,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of the General Counsel,2012
"Washington, DC",Assistant Secretary ,Gabriella Gomez,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Legislation and Congressional Affairs,2012
"Washington, DC",Confidential Assistant ,Aketa Simmons,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Legislation and Congressional Affairs,2012
"Washington, DC",Deputy Assistant Secretary ,Julius L. Horwich,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Legislation and Congressional Affairs,2012
"Washington, DC",Confidential Assistant ,Kristen Liguori Adams,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Legislation and Congressional Affairs,2012
"Washington, DC",Chief of Staff ,Ruthanne Louise Buck,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Legislation and Congressional Affairs,2012
"Washington, DC",Confidential Assistant ,Lorenzo Antonio Rodriguez-Olvera,SC,GS,9,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Legislation and Congressional Affairs,2012
"Washington, DC","Director, Strategic Outreach ",William C. Ragland,SC,GS,13,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Legislation and Congressional Affairs,2012
"Washington, DC",Deputy Assistant Secretary ,Jodie M. Fingland,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Legislation and Congressional Affairs,2012
"Washington, DC",Assistant Secretary ,Russlynn Ali,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Enforcement Director ,Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Enforcement Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Deputy Assistant Secretary for Enforcement ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Principal Deputy Assistant Secretary ,Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Deputy Assistant Secretary for Policy ,Seth M. Galanter,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Special Assistant ,Michael G. Lamb,SC,GS,13,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Senior Counsel ,Robert Kim,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Confidential Assistant ,Andrew James Amore,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Senior Counsel ,Gabriel A. Sandoval,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Enforcement Director ,Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Senior Counsel ,John K. Dipaolo,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office for Civil Rights,2012
"Washington, DC",Assistant Secretary ,Deborah S. Delisle,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC","Director, Student Achievement and School Accountability ",Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Deputy Assistant Secretary for Management and Planning ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Special Assistant ,Elizabeth Grant,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Confidential Assistant ,Alexis S. Barrett,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Special Assistant ,Steven Russell Means,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Deputy Assistant Secretary for Policy and Early Learning ,Jacqueline Jones,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Confidential Assistant ,Margarita Rivas,SC,GS,11,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Deputy Assistant Secretary for Policy and School Turnaround ,Jason T. Snyder,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Confidential Assistant ,Michael E. Itzkowitz,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Confidential Assistant ,Kristen C. Harper,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Special Assistant ,Steven J. Robinson,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Deputy Assistant Secretary for Policy and Program Coordination ,Michael Keith Yudin,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC",Special Assistant ,Laura Magali Jimenez,SC,GS,13,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Elementary and Secondary Education,2012
"Washington, DC","Assistant Deputy Secretary and Director, Office of English Language Acquisition ",Rosalinda B. Barrera,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,"Office of English Language Acquisition, Language Enh",2012
"Washington, DC",Deputy Director ,Joanne H. Urrutia,SC,GS,15,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,"Office of English Language Acquisition, Language Enh",2012
"Washington, DC",Assistant Secretary ,Eduardo M. Ochoa,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Postsecondary Education,2012
"Washington, DC","Deputy Assistant Secretary, Policy Planning and Innovation ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Postsecondary Education,2012
"Washington, DC","Deputy Assistant Secretary, Higher Education Programs ",Debra Saunders-White,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Postsecondary Education,2012
"Washington, DC","Director, State Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Postsecondary Education,2012
"Washington, DC","Director, Institutional Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Postsecondary Education,2012
"Washington, DC",Confidential Assistant ,Julie A. Heinz,SC,GS,12,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Postsecondary Education,2012
"Washington, DC",Confidential Assistant ,"Carmine Perrotti, Jr",SC,GS,9,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Postsecondary Education,2012
"Washington, DC",Assistant Secretary ,Alexa E. Posny,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC","Commissioner, Rehabilitation Services Administration ",Vacant,PAS,EX,V,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC","Director, Special Education Programs ",Melody Musgrove,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC","Deputy Director, National Institute on Disability and Rehabilitative Research ",Vacant,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC",Executive Administrator ,Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC","Deputy Director, Office of Special Education Programs ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC","Director, National Institute Disability Rehabilitative Research ",K. Charles Lakin,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC","Deputy Commissioner, Rehabilitation Services Administration ",Career Incumbent,C,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC","Deputy Assistant Secretary, Special Education and Rehabilitative Services ",Sue Ellen Swenson,,ES,,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC",Confidential Assistant ,Alexis M. Perlmutter,SC,GS,11,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC",Special Assistant ,Vicki L. Myers,SC,GS,14,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Special Education and Rehabilitative Servi,2012
"Washington, DC",Assistant Secretary ,Brenda Dann-Messier,PAS,EX,IV,,,DEPARTMENT OF EDUCATION,OFFICE OF THE,Office of Vocational and Adult Education,2012
