location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC",Deputy Assistant Administrator ,Michael W. Miller,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,Bureau for Global Health,2008
"Washington, DC",Malaria Coordinator ,Robert Timothy Ziemer,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,Bureau for Global Health,2008
"Washington, DC",Director ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,Bureau for Global Health,2008
"Washington, DC","Director, HIV/AIDS ",Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,Bureau for Global Health,2008
"Washington, DC",Supervisory Health Development Officer ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,Bureau for Global Health,2008
"Washington, DC",Supervisory Health and Population Officer ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,Bureau for Global Health,2008
"Washington, DC",Assistant Administrator ,Jacqueline E. Schafer,PA,EX,IV,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Deputy Assistant Administrator ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Deputy Assistant Administrator ,Vacant,,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Director ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Supervisory Program Officer ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Director ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Director ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Supervisory Program Analyst ,Michael Conan French,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Supervisory Economics Officer ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Supervisory Housing and Urban Development Officer ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Director ,Joseph P. Carney,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",General Business Specialist ,Sandra Goshgarian,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Supervisory Natural Resources Officer ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Supervisory Agriculture Development Officer ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Director ,Vacant,,ES,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Supervisory General Development Officer ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Director ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Supervisory Private Enterprise Officer ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Economic Growth, Agriculture and Trade",2008
"Washington, DC",Assistant Administrator ,Michael Edward Hess,PAS,EX,IV,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Deputy Assistant Administrator ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Deputy Assistant Administrator ,Career Incumbent,C,ES,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Deputy Assistant Administrator ,Vacant,,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Director ,Thien Ky Luu,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Director ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Director ,Dorothy Douglas Taft,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Director ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Director ,Jack M. Hawkins,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Director ,Thomas P. Baltazar,XS,AD,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Deputy Director ,Career Incumbent,C,ES,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Senior Development Officer ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Senior Development Officer ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Senior Development Officer ,Career Incumbent,C,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Program Officer ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Program Officer ,Vacant,,FE,,,,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT,OFFICE OF THE,"Bureau for Democracy, Conflict, and Humanitarian Ass",2008
"Washington, DC",Secretary of the Treasury ,"Henry M. Paulson, Jr",PAS,EX,I,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Chief of Staff ,James R. Wilkinson,,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Deputy Chief of Staff and Executive Secretary ,Taiya M. Smith,,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Deputy Executive Secretary ,Jeffrey C. Chapman,SC,GS,15,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Deputy Executive Secretary ,Lindsay Valdeon,SC,GS,15,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Executive Secretary Officer ,Stanley D. Chapman,SC,GS,13,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Director of Scheduling ,Christal R. West,SC,GS,15,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Deputy Scheduler ,Andrea R. Taylor,SC,GS,11,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Director of Operations ,Michael B. Heath,SC,GS,15,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Special Assistant ,Parker M. Payne,SC,GS,11,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Associate Director of Operations for Advance ,Matthew L. Everson,SC,GS,12,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Operations Coordinator ,Gaines B. Johnson,SC,GS,7,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",White House Liaison ,Denise Dick,,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Deputy White House Liaison ,Christopher A. Kerzich,SC,GS,12,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Special Envoy for China and the Strategic Economic Dialogue ,Alan F. Holmer,,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Executive Assistant ,Susan K. Nelson,SC,GS,14,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Special Advisor ,Mary F. Kertz,SC,GS,11,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE,,2008
"Washington, DC",Deputy Secretary of the Treasury ,Robert M. Kimmitt,PAS,EX,II,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE DEPUTY SECRETARY,,2008
"Washington, DC",Executive Assistant ,Lorraine Marshall,SC,GS,15,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE DEPUTY SECRETARY,,2008
"Washington, DC",Chief of Staff to the Deputy Secretary ,Stephen A. Myrow,,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE DEPUTY SECRETARY,,2008
"Washington, DC",Inspector General ,Eric M. Thorson,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE INSPECTOR GENERAL,,2008
"Washington, DC",Deputy Inspector General ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE INSPECTOR GENERAL,,2008
"Washington, DC",Treasury Inspector General for Tax Administration ,J. Russell George,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE TREASURY INSPECTOR GENERAL FOR TAX ADMINISTRATION,,2008
"Washington, DC",General Counsel ,Robert F. Hoyt,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Deputy General Counsel ,John G. Knepper Jr,,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Assistant General Counsel (International Affairs) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Deputy Assistant General Counsel (International Affairs) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Counsel for International Legal Regimes ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Assistant General Counsel (Banking and Finance) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Deputy Assistant General Counsel (Banking and Finance) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Assistant General Counsel (Enforcement and Intelligence) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Deputy Assistant General Counsel (Enforcement and Intelligence) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC","Assistant General Counsel (General Law, Ethics and Regulation) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Deputy Assistant General Counsel (General Law and Regulation) ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC","Counselor to the Assistant General Counsel (General Law, Ethics, and Regulation) ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC","Chief Counsel, Office of Foreign Assets Control ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,OFFICE OF THE GENERAL COUNSEL,,2008
"Washington, DC",Under Secretary for International Affairs ,David H. McCormick,PAS,EX,III,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR INTERNATIONAL AFFAIRS,,2008
"Washington, DC",Deputy Under Secretary Designated Assistant Secretary for International Financial Markets and Investment Policy ,Clay Lowery,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC",Deputy Assistant Secretary for Trade and Investment Policy ,David K. Kavanaugh,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC","Director, Office of Trade Finance and Investment Negotiations ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC","Director, Office of International Trade ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC",Deputy Assistant Secretary for International Monetary and Financial Policy ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC","Director, Office of International Monetary Policy ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC","Director, Office of International Banking and Securities Markets ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC","Director, Global Economics Group ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC",Deputy Assistant Secretary for Investment Security ,Nova J. Daly,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC","Director, Office of Investment Security ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC",Deputy Assistant Secretary for Multilateral Development Banks ,Vacant,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC","Director, Office of Multilateral Development Banks ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL FINANCIAL MARKETS AND INVESTMENT POLICY,,2008
"Washington, DC",Assistant Secretary for International Economics and Development ,Neel Kashkari,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Deputy Assistant Secretary for Middle East and Africa ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Iraq Attache ,Vacant,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC","Director, Office of Middle East and North Africa ",Vacant,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Senior Advisor ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Deputy Assistant Secretary for South and East Asia ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC","Director, Office of East Asian Nations ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC","Director, Office of South and South Asia ",Vacant,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Deputy Assistant Secretary for Western Hemisphere ,Brian D. O'Neill,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Deputy Assistant Secretary for Europe and Eurasia ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Belgium Attache ,Vacant,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC","Director, Office of Europe and Eurasia ",Vacant,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Deputy Assistant Secretary for Technical Assistance Policy ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC","Director, Office of Technical Assistance ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Deputy Assistant Secretary for Environment and Energy ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTERNATIONAL ECONOMICS AND DEVELOPMENT,,2008
"Washington, DC",Under Secretary for Domestic Finance ,Vacant,PAS,EX,III,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR DOMESTIC FINANCE,,2008
"Washington, DC",Senior Policy Advisor ,Seth F. Wheeler,SC,GS,15,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR DOMESTIC FINANCE,,2008
"Washington, DC",Special Assistant ,John J. Foley,SC,GS,14,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR DOMESTIC FINANCE,,2008
"Washington, DC","Director, Office of Fiscal Projections ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,FISCAL ASSISTANT SECRETARY,,2008
"Washington, DC","Chief Counsel, Financial Management Service ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,FISCAL ASSISTANT SECRETARY,Financial Management Service,2008
"Washington, DC","Chief Counsel, Bureau of the Public Debt ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,FISCAL ASSISTANT SECRETARY,Bureau of Public Debt,2008
"Washington, DC",Assistant Secretary for Financial Institutions ,David G. Nason,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC",Senior Advisor ,Jeffrey L. Stoltzfoos,SC,GS,13,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC","Deputy Director, Terrorism Risk Insurance Program ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC",Deputy Assistant Secretary for Critical Infrastructure Protection and Compliance Policy ,Valerie A. Abend,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC",Deputy Assistant Secretary for Financial Institutions and Government Sponsored Enterprises Policy ,Jeremiah O. Norton,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC","Director, Office of Financial Institutions Policy ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC",Deputy Assistant Secretary for Financial Education ,"Dominic A. Iannicola, Jr",,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC",Director of Outreach ,Edwin Bodensiek,SC,GS,14,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC",Program Coordinator ,Thomas Kurek,SC,GS,11,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC","Director, Community Development Financial Institutions Fund ",Donna J. Gambrell,TA,ES,,,11/09/10,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC","Chief Operating Officer, Community Development Financial Institutions Fund ",Vacant,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL INSTITUTIONS,,2008
"Washington, DC",Assistant Secretary for Financial Markets ,Anthony W. Ryan,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL MARKETS,,2008
"Washington, DC",Senior Advisor ,G.E. Stafford Via,SC,GS,13,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL MARKETS,,2008
"Washington, DC",Special Assistant ,Dana J. Pasternak,SC,GS,14,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL MARKETS,,2008
"Washington, DC","Director, Office of Policy and Legislative Review ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL MARKETS,,2008
"Washington, DC",Deputy Assistant Secretary for Government Financial Policy ,Meredith M. Broome,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL MARKETS,,2008
"Washington, DC",Deputy Assistant Secretary for Federal Finance ,Vacant,,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL MARKETS,,2008
"Washington, DC",Advanced Counterfeit Deterrence Program Director ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR FINANCIAL MARKETS,,2008
"Washington, DC",Under Secretary for Terrorism and Financial Crimes ,Stuart A. Levey,PAS,EX,III,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR TERRORISM AND FINANCIAL INTELLIGENCE,,2008
"Washington, DC",Senior Advisor and Chief of Staff ,Christine A. Clark,SC,GS,15,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR TERRORISM AND FINANCIAL INTELLIGENCE,,2008
"Washington, DC",Senior Advisor to Under Secretary ,Molly Millerwise Meiners,SC,GS,15,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR TERRORISM AND FINANCIAL INTELLIGENCE,,2008
"Washington, DC","Director, Foreign Assets Control ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR TERRORISM AND FINANCIAL INTELLIGENCE,,2008
"Washington, DC","Deputy Director, Office of Foreign Assets Control ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR TERRORISM AND FINANCIAL INTELLIGENCE,,2008
"Washington, DC","Associate Director, Investigations and Enforcement ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR TERRORISM AND FINANCIAL INTELLIGENCE,,2008
"Washington, DC","Associate Director, Program Planning and Implementation ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR TERRORISM AND FINANCIAL INTELLIGENCE,,2008
"Washington, DC","Associate Director, Resource Management ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,UNDER SECRETARY FOR TERRORISM AND FINANCIAL INTELLIGENCE,,2008
"Washington, DC",Assistant Secretary for Terrorist Financing ,Patrick M. O'Brien,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR TERRORIST FINANCING,,2008
"Washington, DC",Senior Advisor ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR TERRORIST FINANCING,,2008
"Washington, DC",Deputy Assistant Secretary for Terrorist Financing and Financial Crimes ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR TERRORIST FINANCING,,2008
"Washington, DC","Director, Office of Strategic Policy ",Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR TERRORIST FINANCING,,2008
"Washington, DC",Assistant Secretary for Intelligence and Analysis ,Janice B. Gardner,PAS,EX,IV,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTELLIGENCE AND ANALYSIS,,2008
"Washington, DC",Deputy Assistant Secretary for Intelligence and Analysis ,Career Incumbent,C,ES,,,,DEPARTMENT OF THE TREASURY,ASSISTANT SECRETARY FOR INTELLIGENCE AND ANALYSIS,,2008
